,air_store_id,air_genre_name,air_area_name,air_latitude,air_longitude,hpg_genre_name,hpg_area_name,hpg_latitude,hpg_longitude,index,min_visits,max_visits,mean_visits,std_visits
51,air_40953e2d8b4f2857,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,192,1,58,14.072289156626505,8.783851292511418
52,air_c0385db498b391e5,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,625,3,77,27.697508896797153,12.683128311747142
53,air_082908692355165e,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,Spain Bar/Italian Bar,Tōkyō-to Shinjuku-ku None,35.691384026143496,139.70125601824301,21,1,244,40.67289719626168,23.76742331971911
54,air_6cbe54f0aa30b615,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,346,1,49,15.268980477223428,9.419065588847408
55,air_2a7f14da7fe0f699,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.64146289999999,139.6981712,,,,,123,3,52,21.715415019762847,9.234061747403084
56,air_31c753b48a657b6c,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.64146289999999,139.6981712,,,,,144,2,64,22.45945945945946,14.580674497294998
57,air_483eba479dc9910d,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.64146289999999,139.6981712,,,,,216,1,64,19.29639175257732,12.533048296739592
58,air_9cd5e310f488bced,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.64146289999999,139.6981712,,,,,512,1,44,12.992831541218639,7.81300927274376
59,air_d00a15343325e5f7,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686,,,,,681,1,118,18.15,11.665957340461004
60,air_228f10bec0bda9c8,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686,,,,,91,1,40,16.93305439330544,8.15370433686403
61,air_6b2268863b14a2af,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.71401420000001,139.40784309999998,,,,,337,1,51,21.697318007662837,9.971707693154313
62,air_8f13ef0f5e8c64dd,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.71401420000001,139.40784309999998,,,,,450,1,182,32.68036529680365,31.033691780934152
63,air_48f4da6223571da4,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.71401420000001,139.40784309999998,Italian,Tōkyō-to Hachiōji-shi Ishikawamachi,35.677206723816106,139.373869598931,218,2,56,21.797909407665504,10.411175871472413
64,air_9d452a881f7f2bb7,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783,,,,,515,1,71,8.601049868766404,8.061500379492598
65,air_55c3627912b9c849,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783,,,,,255,1,38,12.466522678185745,7.42687746483886
66,air_6b15edd1b4fbb96a,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397,,,,,336,3,103,36.144067796610166,19.88866054407466
67,air_6d65542aa43b598b,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397,,,,,349,9,55,28.793017456359102,9.216265573549544
68,air_2c6fef1ce0e13a5a,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.055460100000005,141.34095559999997,,,,,131,2,102,28.324137931034482,20.612719142091276
69,air_ca957d3a1529fbd3,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.055460100000005,141.34095559999997,,,,,660,5,62,30.5375,10.321132908689263
70,air_d6b3e67261f07646,Italian/French,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775,,,,,703,1,47,14.923076923076923,9.747532199997792
71,air_968d72c12eed09f0,Italian/French,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775,,,,,485,1,69,17.972906403940886,10.12766678435472
72,air_ecf7f141339f1d57,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,770,1,36,15.519480519480519,7.37199823588125
73,air_56cd12f31a0afc04,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,257,7,60,29.79725085910653,10.277702312771863
74,air_73f316e6a18d8aa9,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,366,1,167,29.046296296296298,11.929138760412982
75,air_310e467e6e625004,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,142,2,35,14.672645739910314,5.450474456169656
76,air_3b20733899b5287f,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,177,4,101,44.64255319148936,16.95191470768934
77,air_d63cfa6d6ab78446,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,701,3,35,18.432989690721648,7.150039650960634
78,air_e3020992d5fe5dfd,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,738,2,30,12.464435146443515,6.331012005985774
79,air_9152d9926e5c4a3a,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,461,6,269,43.98148148148148,22.46841994626276
80,air_1509881b22965b34,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,55,1,60,10.756476683937823,10.11484943972255
81,air_08ef81d5b7a0d13f,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614,,,,,28,1,38,14.070833333333333,8.175838429829897
82,air_42c9aa6d617c5057,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775,,,,,198,17,85,45.86065573770492,13.368358671131174
83,air_645cb18b33f938cf,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775,,,,,309,1,64,16.4331983805668,10.21489582126744
84,air_831658500aa7c846,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.75359509999998,,,,,410,3,62,30.341772151898734,12.8203553151031
85,air_a49f1cf0634f13e5,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.75359509999998,,,,,542,1,45,17.670833333333334,9.590571519161736
86,air_c88467d88b2c8ecd,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.75359509999998,,,,,651,2,37,19.183406113537117,6.7662400295127
87,air_00a91d42b08b08d9,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.75359509999998,,,,,0,1,99,26.08189655172414,12.435364311712368
88,air_d1f20424f76cc78e,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,,,,,689,1,46,20.42292490118577,8.603650719126081
89,air_32f5d7cd696e3c4a,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,,,,,150,1,52,18.97173144876325,10.16002698864004
90,air_40f6193ea3ed1b91,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,,,,,193,1,35,14.987714987714988,6.439360678524274
91,air_4092cfbd95a3ac1b,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,,,,,191,3,183,32.94117647058823,20.632532294628522
92,air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,,,,,172,1,141,40.9562363238512,25.110856179835423
93,air_baf28ac9f13a307d,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,,,,,605,1,37,15.186046511627907,7.4828645807788865
94,air_2a3743e37aab04b4,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,,,,,121,1,64,13.910290237467018,8.244438540419615
95,air_3561fd1c0bce6a95,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891,,,,,158,1,40,15.56,8.85536242109958
96,air_4e1c38f68f435596,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891,,,,,239,17,74,35.81818181818182,8.256268836692177
97,air_d54d6fcb116fbed3,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.34156430000002,,,,,699,1,11,4.963060686015831,2.3968027919066666
98,air_eb2d2653586315dd,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.34156430000002,,,,,761,3,120,34.28162291169451,13.373254793480141
99,air_142e78ba7001da9c,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.34156430000002,,,,,54,1,101,10.755813953488373,6.520428801864015
100,air_bfafaed35e213fd7,Italian/French,Tōkyō-to Meguro-ku Takaban,35.629564,139.68499219999998,,,,,622,1,112,12.854395604395604,9.075636104873304
101,air_fa12b40b02fecfd8,Italian/French,Tōkyō-to Meguro-ku Takaban,35.629564,139.68499219999998,,,,,810,1,43,16.34865900383142,8.234839690806034
102,air_fdc02ec4a3d21ea4,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.19785249999998,,,,,820,1,61,15.288732394366198,11.760015495960737
103,air_35c4732dcbfe31be,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.19785249999998,,,,,159,1,37,8.076062639821028,4.976945474501115
104,air_3ac24136722e2291,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.19785249999998,,,,,176,1,41,15.657894736842104,8.751898644909263
105,air_cbe139af83feb388,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.19785249999998,,,,,667,1,33,11.0,5.6415723100476525
106,air_9ae7081cb77dc51e,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,504,1,63,22.37370242214533,11.03366693516439
107,air_2e7cb1f1a2a9cd6a,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,136,1,73,27.927659574468084,13.129494787991222
108,air_64d4491ad8cdb1c6,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,312,1,55,15.398081534772182,8.85811211019581
109,air_88c8e34baa79217b,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,430,2,64,31.513513513513512,12.069678631120947
110,air_6b7678aae65d2d59,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,339,1,33,8.794736842105262,5.919421429708426
111,air_87467487d21891dd,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,423,1,79,17.867924528301888,13.229955873642389
112,air_ba937bf13d40fb24,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,603,1,61,22.782608695652176,11.810525698707135
113,air_c5459218282bedd5,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,,,,,640,1,59,20.996402877697843,10.379964803623764
114,air_fe22ef5a9cbef123,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,,,,,822,1,109,26.385593220338983,17.177345350138246
115,air_901925b628677c2e,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,,,,,454,1,49,9.827354260089686,7.348424317540614
116,air_1e665503b8474c55,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,,,,,79,1,34,8.382478632478632,5.609821672437064
117,air_25c583983246b7b0,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,,,,,104,1,96,21.054455445544555,15.72057007025591
118,air_0585011fa179bcce,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,,,,,11,1,26,4.7765567765567765,2.7529195487339138
119,air_e01d99390355408d,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,,,,,729,1,71,10.699074074074074,7.590579035353503
120,air_68147db09287bf74,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,,,,,323,1,64,15.793388429752065,8.6584977139094
121,air_383f5b2f8d345a49,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,,,,,165,1,48,10.50319829424307,6.389301488405495
122,air_7e12c5d27f44a8de,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,,,,,395,1,96,29.86111111111111,13.755744155219633
123,air_7ef9a5ea5c8fe39f,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.36481899999998,,,,,396,1,57,13.47517730496454,8.411635358184286
124,air_8b4a46dc521bfcfe,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.36481899999998,,,,,438,1,164,19.530075187969924,20.44581051319549
125,air_db80363d35f10926,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.36481899999998,Seafood,Hokkaidō Asahikawa-shi 3 Jōdōri,43.76803341402929,142.359663830444,712,1,109,25.29268292682927,22.3157824496804
126,air_c6aa2efba0ffc8eb,Dining bar,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.80447880000003,,,,,643,2,348,28.45049504950495,26.723943924095188
127,air_6d64dba2edd4fc0c,Dining bar,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.80447880000003,,,,,348,1,28,9.023255813953488,5.992551342552848
128,air_9ca2767761efff4d,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,,,,,511,1,68,10.331896551724139,10.976055001707469
129,air_dea0655f96947922,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,,,,,719,9,162,35.74364406779661,12.597305421796694
130,air_81c5dff692063446,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,,,,,407,1,63,13.034883720930232,9.740511699508701
131,air_dc0e080ba0a5e5af,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,,,,,714,1,49,9.781569965870307,6.019949846709945
132,air_cf2229e64408d9fe,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,,,,,675,1,57,18.535398230088497,12.371331880900073
133,air_c6a164dd4060e960,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,Italian,Osaka Prefecture Osaka None,34.7015189521487,135.49885859649598,642,1,59,14.05511811023622,11.26216798326955
134,air_16c4cfddeb2cf69b,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,,,,,62,1,40,13.995670995670995,7.452165040237481
135,air_fcd4492c83f1c6b9,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,International cuisine,Tōkyō-to Shibuya-ku None,35.6592135750057,139.699736413293,816,1,99,27.317016317016318,16.3198810712468
136,air_d4d218b451f82c3d,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,,,,,697,1,31,10.602888086642599,6.098918201036742
137,air_707d4b6328f2c2df,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,Creation,Tōkyō-to Shibuya-ku None,35.6592135750057,139.699736413293,355,1,105,27.427350427350426,16.450986830493363
138,air_e1b76fcb5208fb6b,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,,,,,735,4,43,11.28135593220339,4.344692382285641
139,air_9f277fb7a2c1d842,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,,,,,523,1,48,10.396475770925111,8.694297230336318
140,air_465bddfed3353b23,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,Spain Bar/Italian Bar,Tōkyō-to Shibuya-ku Ebisunishi,35.6467447985159,139.707924045163,210,1,110,31.38487972508591,15.55977278785336
141,air_cd5f54969be9ed08,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,,,,,673,1,25,6.901639344262295,2.655562795792311
142,air_ab3ae0e410b20069,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,,,,,557,1,88,29.56787330316742,15.59888825337502
143,air_97958e7fce98b6a3,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,Italian,Tōkyō-to Shibuya-ku None,35.6592135750057,139.699736413293,489,1,67,22.11904761904762,12.813286797063421
144,air_bfda7731a6c6fc61,Dining bar,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379,,,,,623,1,42,16.47780678851175,6.687794884177698
145,air_df507aec929ce5f6,Dining bar,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379,,,,,720,1,121,20.065934065934066,16.46060506388408
146,air_e657ca554b0c008c,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.386244500000004,132.4550176,,,,,748,1,61,23.594488188976378,14.376258464723152
147,air_b4f32bcc399da2b9,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.386244500000004,132.4550176,International cuisine,Hiroshima-ken Hiroshima-shi Hondōri,34.3921061951814,132.46191354906202,590,1,107,32.23201856148492,23.52123227589063
148,air_af03c277a167b2bd,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,568,1,77,25.073929961089494,12.575955997883435
149,air_43b65e4b05bff2d3,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,200,5,57,23.85810810810811,10.000006871275696
150,air_256be208a979e023,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,100,1,42,6.60431654676259,5.126724353795261
151,air_d00161e19f08290b,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,International cuisine,None None None,35.688589325209996,139.731970982304,680,2,87,24.997844827586206,15.25216394694282
152,air_fd154088b1de6fa7,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,818,1,18,6.023809523809524,3.8317182102215566
153,air_15ae33469e9ea2dd,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,57,1,44,12.762931034482758,8.22306996708254
154,air_1e23210b584540e7,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,78,1,85,16.2039911308204,18.768130956252204
155,air_fa4ffc9057812fa2,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,811,1,35,6.9728260869565215,6.266499368450815
156,air_a21ffca0bea1661a,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.70354939999999,,,,,530,1,10,1.1875,0.7785448448687452
